DEPTH,CAL,AT10,AT30,AT60,AT90,GR,Rv,Rh,Rvsh,Rhsh,WNAME,WIDX,Csh_pred,Rss_pred,Rv_sim,Rh_sim,Rv_err,Rh_err
8069.75,7.6397,2.7258,2.6563,2.8238,2.7402,37.7631,4.7041,2.3982,2.78,0.58,AkerBP,2.0,0.16332276,5.1117797,4.730947105586528,2.245842118207321,0.570717152835357,6.353009832069017
8070.0,7.6386,3.1832,2.9152,2.8295,2.911,37.4269,5.7129,2.677,2.78,0.58,AkerBP,2.0,0.15240888,6.243398,5.715545354187489,2.509209306925857,0.046304927225900294,6.267863021073704
8070.25,7.6375,3.5552,3.509,3.4845,4.1894,36.5991,7.8841,3.1468,2.78,0.58,AkerBP,2.0,0.1400627,7.8981047,7.181249204576016,2.8541552117825093,8.914787932978834,9.299758110381674
8070.5,7.6364,3.9902,3.9267,3.7965,4.3642,35.7714,11.1985,3.645,2.78,0.58,AkerBP,2.0,0.13430503,11.044312,9.934373576045036,3.2263873553342113,11.28835490427256,11.48457187011766
8070.75,7.6353,4.8962,4.1704,3.8749,4.6758,35.1444,13.9731,3.9396,2.78,0.58,AkerBP,2.0,0.13046947,13.853669,12.408893484473229,3.4756891733632935,11.194412947211227,11.775581953414216
8071.0,7.6342,6.2004,4.9007,4.229,5.2679,34.5175,15.0363,4.032,2.78,0.58,AkerBP,2.0,0.12978025,14.959254,13.378627566993236,3.5469581426005985,11.024470335167324,12.029807971215316
8071.25,7.6331,5.2413,4.84,3.8249,5.5229,33.9857,15.1949,4.0393,2.78,0.58,AkerBP,2.0,0.12994383,15.132484,13.527354847490788,3.5519308457130636,10.974373984094747,12.06568351662259
8071.5,7.632,4.3634,3.9874,3.034,3.8061,33.4539,14.9687,3.9878,2.78,0.58,AkerBP,2.0,0.13143706,14.931488,13.334331955909729,3.511414574768767,10.9185703774561,11.946071147781558
8071.75,7.6309,3.915,3.5007,3.1904,3.3865,34.0208,14.1653,3.8125,2.78,0.58,AkerBP,2.0,0.13678418,14.223384,12.658110174238681,3.3724003587213143,10.640013453730731,11.543597148293395
8072.0,7.6298,3.4481,3.1348,3.0093,3.2831,34.5878,12.7179,3.4879,2.78,0.58,AkerBP,2.0,0.14875501,12.973063,11.456793791055679,3.1047173774882806,9.915994063047526,10.986055291485398
8072.25,7.6287,3.2911,2.937,2.7346,2.9946,35.8141,11.2428,3.1441,2.78,0.58,AkerBP,2.0,0.16536878,11.674991,10.204036542475224,2.804204290360958,9.239366150111863,10.810588392196243
8072.5,7.6276,3.0512,2.8944,2.7233,2.8834,37.0403,10.3114,2.9199,2.78,0.58,AkerBP,2.0,0.17879616,10.838648,9.3977920332551,2.6039259759974795,8.86017385364645,10.821398815114238
8072.75,7.6265,3.1437,2.9074,2.791,2.8288,38.0686,9.9231,2.8248,2.78,0.58,AkerBP,2.0,0.18514237,10.488045,9.060958524346352,2.519495058461372,8.688227223888175,10.80801973727798
8073.0,7.6254,3.2353,2.9373,2.9125,2.9062,39.0969,9.8175,2.7987,2.78,0.58,AkerBP,2.0,0.18695457,10.392675,8.969451234042644,2.496454958941806,8.638133597732176,10.799479796269491
8073.25,7.6243,3.2363,3.0231,2.8148,2.8702,40.4386,9.803,2.7945,2.78,0.58,AkerBP,2.0,0.18726218,10.380342,8.957084634304046,2.4927604789980946,8.62914786999852,10.797621077183955
8073.5,7.6232,3.4071,2.9051,2.7729,2.7843,41.7803,9.8222,2.7954,2.78,0.58,AkerBP,2.0,0.187282,10.402519,8.974959134459496,2.4935974728996047,8.625774933726705,10.796398622751493
8073.75,7.6221,3.3892,2.8633,2.7689,2.7537,42.7355,9.8964,2.8004,2.78,0.58,AkerBP,2.0,0.18721327,10.486376,9.043639579415322,2.498186736533197,8.6168750311697,10.791789153935248
8074.0,7.621,3.3876,2.8443,2.7575,2.7187,43.6907,10.0576,2.8109,2.78,0.58,AkerBP,2.0,0.1870701,10.669255,9.193410938382149,2.507973219252476,8.59239840138653,10.776860818510947
8074.25,7.6199,3.3021,2.8085,2.7103,2.6542,45.3025,10.2724,2.8246,2.78,0.58,AkerBP,2.0,0.1868539,10.913774,9.393946488797665,2.520997978487945,8.551589805715649,10.748496123771698
8074.5,7.6188,3.1127,2.8137,2.7075,2.6581,46.9142,10.4461,2.8354,2.78,0.58,AkerBP,2.0,0.18666676,11.11217,9.556831647753716,2.531438843361241,8.51292206896625,10.720221366959125
8074.75,7.6177,3.009,2.628,2.629,2.4979,48.7145,10.5304,2.8405,2.78,0.58,AkerBP,2.0,0.18657821,11.208708,9.636094280481338,2.5364159498914094,8.492609203056508,10.705300127040685
8075.0,7.6166,2.9268,2.6217,2.5467,2.4528,50.5147,10.5569,2.8418,2.78,0.58,AkerBP,2.0,0.18657555,11.239475,9.66114465802908,2.537722750059389,8.485022515804074,10.700163626596215
8075.25,7.6155,2.9095,2.648,2.5745,2.4646,50.7315,10.5813,2.8405,2.78,0.58,AkerBP,2.0,0.18679197,11.271167,9.685085589587688,2.5367541826850166,8.469794925125576,10.693392618024411
8075.5,7.6144,2.9304,2.6909,2.6109,2.4882,50.9483,10.6991,2.8317,2.78,0.58,AkerBP,2.0,0.18805134,11.427924,9.801670482158661,2.5298779396069415,8.387897279596775,10.658687727974666
8075.75,7.6133,2.951,2.7477,2.6641,2.5283,50.7148,11.1302,2.8015,2.78,0.58,AkerBP,2.0,0.19240238,12.002577,10.228131173551082,2.5061803101192015,8.1046955710492,10.54148455758695
8076.0,7.6122,2.9528,2.8738,2.756,2.5879,50.4813,12.168,2.7395,2.78,0.58,AkerBP,2.0,0.20167658,13.372497,11.236238048672677,2.4544868035974146,7.657478232473065,10.403839985493175
8076.25,7.6111,3.0356,3.0003,2.9328,2.7551,50.3014,13.823,2.6638,2.78,0.58,AkerBP,2.0,0.21385977,15.432046,12.726282165646554,2.3828484739994,7.934007338157032,10.547020271814715
8076.5,7.61,3.1356,3.03,3.0148,2.8409,50.1214,15.4607,2.6077,2.78,0.58,AkerBP,2.0,0.2226831,17.34259,14.09974807202816,2.3323198884989873,8.802654006428169,10.560268109867415
8076.75,7.6089,3.1961,2.9835,2.9488,2.808,51.2644,16.3775,2.582,2.78,0.58,AkerBP,2.0,0.22605135,18.409271,14.87625408500433,2.3159677328773607,9.166514516841222,10.303341096926381
8077.0,7.6078,3.1696,2.904,2.8661,2.7045,52.4074,16.6635,2.5752,2.78,0.58,AkerBP,2.0,0.22682492,18.743214,15.122358339130878,2.31305652381733,9.248607200582837,10.179538528373337
8077.25,7.6067,3.1023,2.8485,2.8162,2.6458,51.0714,16.743,2.5777,2.78,0.58,AkerBP,2.0,0.22667508,18.82994,15.191819391548634,2.3154151230517708,9.264651546624645,10.175151373248607
8077.5,7.6056,3.1024,2.8565,2.843,2.5986,49.7354,16.9188,2.5997,2.78,0.58,AkerBP,2.0,0.2250432,18.99842,15.348575820326806,2.332110646739759,9.280942972747447,10.293085866070728
8077.75,7.6045,3.2503,2.9455,2.9574,2.6138,49.2724,17.5424,2.6801,2.78,0.58,AkerBP,2.0,0.21930401,19.597591,15.909425967037677,2.3926496831424675,9.308726473927873,10.725357891777636
8078.0,7.6034,3.5635,3.1403,3.184,2.8862,48.8094,19.0263,2.8678,2.78,0.58,AkerBP,2.0,0.20720331,21.059082,17.271595204174517,2.5323289705741474,9.22252248637666,11.697853038072827
8078.25,7.6023,3.7791,3.4045,3.4746,3.1889,47.9022,21.3447,3.1512,2.78,0.58,AkerBP,2.0,0.19163094,23.449936,19.48893557935953,2.7406998908026257,8.694263309582562,13.026786912838734
8078.5,7.6012,4.1723,3.7735,3.815,3.5968,46.995,23.5826,3.4139,2.78,0.58,AkerBP,2.0,0.17938516,25.893227,21.747056134343147,2.932749045664444,7.783466902109404,14.09387956107548
8078.75,7.6001,4.5595,4.0338,3.9412,3.9376,45.0286,24.8117,3.5539,2.78,0.58,AkerBP,2.0,0.17362347,27.28225,23.02808531701565,3.0336058708287172,7.1886032919322345,14.640089174464189
8079.0,7.599,4.6412,4.1434,3.9001,4.302,43.0622,25.1926,3.5962,2.78,0.58,AkerBP,2.0,0.1719938,27.717968,23.4287920448184,3.0635979286098003,7.001293852883775,14.810134903236744
8079.25,7.5979,4.5582,4.1358,3.9165,4.5535,41.4131,25.3059,3.6048,2.78,0.58,AkerBP,2.0,0.17172463,27.85353,23.54778899401426,3.069237977677597,6.947435206753126,14.856913624123477
8079.5,7.5968,4.5484,4.1384,4.1309,4.7514,39.764,25.5855,3.6119,2.78,0.58,AkerBP,2.0,0.1717896,28.208542,23.84018304795027,3.071731962033809,6.821508088760159,14.955232369838342
8079.75,7.5957,4.4756,4.0355,4.102,4.8187,38.1613,26.5853,3.6342,2.78,0.58,AkerBP,2.0,0.17207168,29.479694,24.885433246195316,3.0791968669094425,6.394010049932423,15.271672805309489
8080.0,7.5946,4.4006,3.9364,4.0069,4.8303,36.5586,28.9817,3.6821,2.78,0.58,AkerBP,2.0,0.17215893,32.469036,27.35780179798603,3.102487012459804,5.603184775268423,15.74137007523414
8080.25,7.5935,4.4098,3.8372,3.9107,4.8052,35.4311,32.7751,3.7456,2.78,0.58,AkerBP,2.0,0.17005189,36.85268,31.058557769954206,3.1674276105264436,5.2373363621950695,15.436042008584911
8080.5,7.5924,4.3764,3.7651,3.8283,4.7659,34.3037,36.4953,3.7966,2.78,0.58,AkerBP,2.0,0.16573468,40.688717,34.40592902123928,3.265273597806881,5.725041248491502,13.994795400967162
8080.75,7.5913,4.3877,3.6606,3.7465,4.6546,34.2675,38.5626,3.8211,2.78,0.58,AkerBP,2.0,0.16276892,42.681232,36.18655214995146,3.330536037469562,6.161534362435477,12.838291657649311
8081.0,7.5902,4.5369,3.6309,3.7289,4.6502,34.2312,39.1941,3.828,2.78,0.58,AkerBP,2.0,0.16181625,43.278435,36.72512918561697,3.3516469520234264,6.299343050058624,12.443914523943924
8081.25,7.5891,4.4748,3.6225,3.7343,4.6274,34.2915,39.2613,3.8271,2.78,0.58,AkerBP,2.0,0.16172384,43.342125,36.78226057201624,3.3537339608134213,6.314206172449096,12.368792014490836
8081.5,7.5879,4.433,3.6483,3.7706,4.5974,34.3518,39.0132,3.8149,2.78,0.58,AkerBP,2.0,0.1621633,43.110306,36.57021019011736,3.3441838842197353,6.261957003995161,12.33888478807478
8081.75,7.5868,4.7765,3.708,3.7627,4.5658,33.8531,38.1328,3.7723,2.78,0.58,AkerBP,2.0,0.16373837,42.28349,35.815250499248506,3.310326216788755,6.077574950571416,12.246475179896752
8082.0,7.5857,5.4175,3.9245,3.9278,4.6682,33.3543,36.3928,3.6853,2.78,0.58,AkerBP,2.0,0.1669879,40.623077,34.30374203681946,3.2423734095887515,5.7403056735962705,12.018739055470336
8082.25,7.5846,5.6923,3.9826,3.8743,4.435,32.48,34.3785,3.5792,2.78,0.58,AkerBP,2.0,0.17106193,38.635674,32.50213298439979,3.160659968386612,5.457966506974444,11.693675447401318
8082.5,7.5835,5.3152,3.6809,3.5637,3.9122,31.6056,32.9578,3.5008,2.78,0.58,AkerBP,2.0,0.17420597,37.178444,31.186030964553357,3.100133416859761,5.375871676649054,11.4450006609986
8082.75,7.5824,4.6242,3.1991,3.1568,3.3603,32.1907,32.3267,3.4649,2.78,0.58,AkerBP,2.0,0.17569219,36.514515,30.587623571455477,3.0722687417189523,5.379690560881639,11.33167647785067
8083.0,7.5813,4.0703,2.9478,2.7197,2.8032,32.7758,32.1482,3.4547,2.78,0.58,AkerBP,2.0,0.17612244,36.324776,30.416788280904292,3.0642863958612163,5.385719011004381,11.300940867189151
8083.25,7.5802,3.8561,2.8459,2.5237,2.6208,34.1681,32.0851,3.4513,2.78,0.58,AkerBP,2.0,0.17627206,36.2574,30.356270164847373,3.0615096100888928,5.388263820753632,11.294016454991079
8083.5,7.5791,3.8634,2.8827,2.6084,2.6145,35.5604,31.7756,3.4357,2.78,0.58,AkerBP,2.0,0.17699492,35.924812,30.058349130153655,3.0481043845753066,5.404306668784684,11.281416172095746
8083.75,7.578,3.8489,2.9559,2.8,2.5826,37.3042,30.1203,3.35,2.78,0.58,AkerBP,2.0,0.18108147,34.10169,28.429910632371904,2.9742124987691123,5.61212659776993,11.217537350175755
8084.0,7.5769,3.512,2.9307,2.5644,2.5855,39.0481,25.4867,3.0816,2.78,0.58,AkerBP,2.0,0.19512036,28.70404,23.645732800364495,2.7438225056636276,7.223246633089038,10.96110768225507
8084.25,7.5758,3.3891,3.106,2.7781,2.7021,41.8802,19.2255,2.6348,2.78,0.58,AkerBP,2.0,0.22265415,21.611763,17.418792758286,2.381774035773427,9.397452558913947,9.603232284293794
8084.5,7.5747,3.4348,2.9575,2.61,2.7258,44.7123,14.6153,2.2212,2.78,0.58,AkerBP,2.0,0.2574338,16.956299,13.30684104859829,2.0506749380529805,8.952665709234223,7.677159280885086
8084.75,7.5736,3.208,2.7066,2.3139,2.4135,46.764,12.3157,1.9793,2.78,0.58,AkerBP,2.0,0.28487486,14.704419,11.307452169656754,1.8525486371172666,8.186687158206563,6.4038479706327225
8085.0,7.5725,3.3799,2.4499,2.1739,2.0646,48.8158,11.4675,1.8828,2.78,0.58,AkerBP,2.0,0.2974294,13.825875,10.5405063778162,1.7742294363072508,8.083659229856544,5.766441666281559
8085.25,7.5714,3.3457,2.5929,2.328,2.2538,48.6044,11.281,1.86,2.78,0.58,AkerBP,2.0,0.30050257,13.629691,10.369331733584405,1.7561437450217023,8.081449041889867,5.5836696224891265
8085.5,7.5703,2.8817,2.3291,2.0305,2.0292,48.3929,11.4564,1.8744,2.78,0.58,AkerBP,2.0,0.2984743,13.823978,10.527634563446044,1.7687910589681615,8.106957129237422,5.6342798245752554
8085.75,7.5692,2.8524,2.4,2.1817,2.0403,48.8989,12.2646,1.9426,2.78,0.58,AkerBP,2.0,0.28912136,14.694226,11.24956865131855,1.8286109046948238,8.276106425659625,5.867862416615686
8086.0,7.5681,2.662,2.5726,2.3435,2.2321,49.4049,14.4316,2.1061,2.78,0.58,AkerBP,2.0,0.26827067,16.904469,13.115287858247758,1.9769808700326035,9.121040922366488,6.130721711570989
8086.25,7.567,2.741,2.456,2.2711,2.2136,50.1569,18.6673,2.3612,2.78,0.58,AkerBP,2.0,0.23982602,21.293533,16.853506811857223,2.226215048838932,9.716419557958453,5.716794475735573
8086.5,7.5659,2.6742,2.4804,2.3111,2.2366,50.909,24.1988,2.6073,2.78,0.58,AkerBP,2.0,0.21293923,27.491222,22.229233410954475,2.5267447322004015,8.139108505568556,3.089604870923884
8086.75,7.5648,2.7361,2.3857,2.3766,2.3234,52.3835,28.1399,2.7428,2.78,0.58,AkerBP,2.0,0.19649453,32.08521,26.326896362006664,2.7485625133462035,6.442821893444314,0.21009600941386872
8087.0,7.5637,2.6794,2.2603,2.706,2.6882,53.8581,29.546,2.789,2.78,0.58,AkerBP,2.0,0.19126467,33.67621,27.7668556407094,2.8266017090875644,6.021608201755222,1.3482147396043103
8087.25,7.5626,2.8595,2.1346,2.6714,2.4329,55.5189,29.9746,2.8251,2.78,0.58,AkerBP,2.0,0.18951009,34.146843,28.202508679926396,2.8532545678709647,5.911976540382867,0.9965865941370115
8087.5,7.5615,3.0942,2.0516,2.3543,2.1932,57.1798,30.6306,2.931,2.78,0.58,AkerBP,2.0,0.18641143,34.846622,28.869036674797535,2.9006803174372506,5.7509919009176,1.0344483985926107
8087.75,7.5604,3.0173,2.1056,2.3296,2.3591,57.6091,32.0545,3.1818,2.78,0.58,AkerBP,2.0,0.18001641,36.3256,30.286841655671598,3.003487471481318,5.514540374451013,5.604140062816085
8088.0,7.5593,2.9467,2.2599,2.4996,2.5195,58.0384,34.0864,3.5743,2.78,0.58,AkerBP,2.0,0.17154758,38.336002,32.2364561727643,3.150777481658007,5.427219733488132,11.849103834093194
8088.25,7.5582,3.3817,2.738,3.0154,3.0194,57.5829,35.8559,3.9541,2.78,0.58,AkerBP,2.0,0.16430895,39.984135,33.87116181641817,3.287398948770181,5.535318270024809,16.86100632836344
8088.5,7.5571,3.6999,3.2313,3.4935,3.8703,57.1274,36.7464,4.1627,2.78,0.58,AkerBP,2.0,0.16046612,40.77405,34.677293169796464,3.364107873817291,5.63077425326981,19.184474648250145
8088.75,7.556,4.3786,3.6769,4.4031,5.0646,55.2846,36.9068,4.2221,2.78,0.58,AkerBP,2.0,0.15937667,40.90094,34.825349388420584,3.3859278526676686,5.639748262053099,19.804650466173978
8089.0,7.5549,5.1176,4.2854,5.6869,6.2985,53.4419,36.3522,4.207,2.78,0.58,AkerBP,2.0,0.15968478,40.345234,34.346637456417085,3.376704876966159,5.517032101448931,19.736038103965793
8089.25,7.5538,5.9479,4.9306,6.4357,7.5098,52.4133,34.4037,4.1185,2.78,0.58,AkerBP,2.0,0.16126914,38.35815,32.62049313515425,3.334266633780618,5.183183392616934,19.041723108398248
8089.5,7.5527,7.1284,5.5357,6.2123,7.7828,51.3848,30.8906,3.9407,2.78,0.58,AkerBP,2.0,0.16422364,34.518486,29.30627507507801,3.253549400930341,5.128825354386092,17.437272542179286
8089.75,7.5516,7.3546,5.9907,5.6721,7.0652,50.4633,27.3099,3.7331,2.78,0.58,AkerBP,2.0,0.16840702,30.285488,25.65337126135826,3.146480639949143,6.065671198509477,15.714000697834427
8090.0,7.5505,7.6255,5.401,5.0674,5.7705,49.5419,25.0509,3.5798,2.78,0.58,AkerBP,2.0,0.17262964,27.556683,23.279491925537585,3.051929015910601,7.071235262854485,14.745823344583467
8090.25,7.5494,7.877,4.6184,4.9051,5.44,49.1571,24.1214,3.4787,2.78,0.58,AkerBP,2.0,0.17661254,26.494507,22.306227538883686,2.979897189996058,7.5251538514195495,14.338770517835458
8090.5,7.5483,6.3366,4.1412,4.2529,4.6409,48.7723,23.9104,3.3418,2.78,0.58,AkerBP,2.0,0.18370435,26.415043,22.073182824254037,2.876586016269746,7.6837575939589575,13.921060019458196
8090.75,7.5472,5.4603,3.7409,3.7403,4.0609,48.8895,23.9648,3.1126,2.78,0.58,AkerBP,2.0,0.19509426,26.77106,22.090543569922445,2.728991948233557,7.820872404850259,12.324360719862586
8091.0,7.5461,5.0405,3.6766,3.3781,3.8134,49.0067,24.0884,2.8631,2.78,0.58,AkerBP,2.0,0.20519406,27.172,22.166907447576524,2.610735841068242,7.97683761654355,8.8143676061527
8091.25,7.545,4.5636,3.2799,3.2224,3.4371,48.4419,24.1946,2.6952,2.78,0.58,AkerBP,2.0,0.21045701,27.429436,22.241787793934346,2.553356007106699,8.071272953740317,5.262837373601241
8091.5,7.5439,4.3945,2.9232,2.7508,2.9786,47.8771,24.2996,2.625,2.78,0.58,AkerBP,2.0,0.21211623,27.600506,22.335673862993715,2.53637399632973,8.08213360304814,3.3762287112483795
8091.75,7.5428,3.6966,2.6428,2.5267,2.7382,47.955,24.6482,2.6193,2.78,0.58,AkerBP,2.0,0.2110636,28.019333,22.692227447628976,2.5506325716713136,7.935559401380315,2.6215946370666336
8092.0,7.5417,3.1067,2.333,2.2334,2.4121,48.0329,25.8952,2.6673,2.78,0.58,AkerBP,2.0,0.20558125,29.478798,23.990026305913926,2.621924439741968,7.357246493891044,1.7011794795498036
8092.25,7.5406,3.3816,2.7769,2.4264,2.7157,48.0086,28.9946,2.783,2.78,0.58,AkerBP,2.0,0.19311911,33.053703,27.207273648977278,2.7981796846410196,6.164342156893769,0.5454432138347003
8092.5,7.5395,3.8872,3.5205,3.0846,3.656,47.9844,34.2593,2.9478,2.78,0.58,AkerBP,2.0,0.1764415,38.657543,32.32725550860167,3.072069717840265,5.639474511733562,4.215676702634676
8092.75,7.5384,4.2384,4.3255,3.6945,4.4363,49.6801,39.905,3.0913,2.78,0.58,AkerBP,2.0,0.16319795,44.046894,37.312222251594065,3.329185663698978,6.49737563815546,7.6953276517639155
8093.0,7.5373,5.3674,4.5995,4.1804,4.5528,51.3758,43.3091,3.1743,2.78,0.58,AkerBP,2.0,0.15651938,47.21751,40.26217695534229,3.475544143884205,7.03529522584794,9.490096836600355
8093.25,7.5362,6.5121,4.597,4.2641,5.0234,53.0762,44.6097,3.2605,2.78,0.58,AkerBP,2.0,0.15407318,48.439613,41.404691387414935,3.5322340836054806,7.184555405181074,8.334123097852498
8093.5,7.5351,7.8988,5.2519,4.9542,5.4769,54.7766,45.6214,3.5127,2.78,0.58,AkerBP,2.0,0.15205555,49.37741,42.29201526194811,3.57989943338973,7.297857448591873,1.9130422008634351
8093.75,7.5339,10.7026,5.877,5.7959,5.6,56.5453,47.4778,4.1878,2.78,0.58,AkerBP,2.0,0.1481393,51.08141,43.92607132792473,3.675266493435333,7.480819819105498,12.23872932242865
8094.0,7.5328,14.5195,6.6312,6.4538,5.3266,58.3141,50.0639,5.5582,2.78,0.58,AkerBP,2.0,0.13904981,53.299324,46.27462000399828,3.9078654606467107,7.568886954475615,29.691888369495327
8094.25,7.5317,24.1391,7.5357,7.7409,7.9036,60.3558,52.2805,7.4592,2.78,0.58,AkerBP,2.0,0.09731011,53.598885,48.653693189919,5.41660071243161,6.937207582331857,27.383624082587815
8094.5,7.5306,27.8797,11.4586,10.9034,13.7766,62.3974,53.397,8.8964,2.78,0.58,AkerBP,2.0,0.07396439,53.345665,49.605607263445854,6.902075298920515,7.10038529609181,22.417210344403184
8094.75,7.5295,29.0564,11.6773,9.8325,13.8732,62.0171,53.7224,9.4158,2.78,0.58,AkerBP,2.0,0.06889319,53.402405,49.91486595466733,7.3412260789995285,7.087423579982788,22.032901304195843
8095.0,7.5284,31.9496,10.6323,10.19,12.4365,61.6368,53.7262,9.5058,2.78,0.58,AkerBP,2.0,0.06804825,53.366474,49.924151867330075,7.419067996928837,7.0767114232347055,21.952197637980635
8095.25,7.5273,20.4092,7.4475,8.647,9.6305,57.833,53.2275,9.4537,2.78,0.58,AkerBP,2.0,0.06822925,52.866974,49.44957645609975,7.3930890873958,7.097691125640412,21.796872257467445
8095.5,7.5262,11.1229,5.6701,7.1344,7.9018,54.0291,50.4979,9.1104,2.78,0.58,AkerBP,2.0,0.069775455,50.200485,46.89169915273786,7.202914109756779,7.14128874123903,20.93745488939258
8095.75,7.5251,7.7396,4.927,5.2139,5.9608,49.5945,42.8307,8.084,2.78,0.58,AkerBP,2.0,0.074907936,43.149715,40.125701643079516,6.640514721638961,6.315559533046352,17.85607716923601
8096.0,7.524,6.5527,4.8635,5.3976,6.213,45.1598,32.4124,6.5272,2.78,0.58,AkerBP,2.0,0.08697706,33.578915,30.900115692168473,5.644907916248875,4.665758499313612,13.517160248669027
8096.25,7.5229,6.7965,5.3817,6.0818,8.2854,41.4227,24.6984,5.2331,2.78,0.58,AkerBP,2.0,0.107308626,25.351345,22.929244112968444,4.540755812708521,7.163038443913596,13.23009664045173
8096.5,7.5218,7.0055,5.7943,6.0963,10.8107,37.6856,20.8363,4.5332,2.78,0.58,AkerBP,2.0,0.123431325,21.235016,18.95708790540695,3.935581967050648,9.01893375787952,13.183138466190591
8096.75,7.5207,7.4441,6.1215,6.7941,12.3884,38.1193,19.402,4.2637,2.78,0.58,AkerBP,2.0,0.13069028,19.765392,17.54556613087654,3.7132003338222064,9.568260329468407,12.911313323587345
8097.0,7.5196,6.5992,5.5579,6.4711,10.3771,38.5529,19.0102,4.191,2.78,0.58,AkerBP,2.0,0.13275896,19.371002,17.168397759497164,3.6541049866200863,9.688494810695504,12.810666031494
8097.25,7.5185,5.3484,4.5449,4.8146,6.1472,41.6591,18.7898,4.1656,2.78,0.58,AkerBP,2.0,0.13335839,19.138203,16.95670052468777,3.633567859203506,9.75582217645867,12.772041021617401
8097.5,7.5174,4.5524,3.7271,4.0083,4.9056,44.7652,17.9292,4.0898,2.78,0.58,AkerBP,2.0,0.13473415,18.21474,16.135154361724855,3.57393197590056,10.006278240385221,12.61352692306324
8097.75,7.5163,3.8765,3.2161,3.559,4.015,48.6936,15.4732,3.8493,2.78,0.58,AkerBP,2.0,0.13898902,15.661663,13.871252746880055,3.394295577110329,10.353044316107498,11.820445870409452
8098.0,7.5152,3.5367,2.9254,3.0288,3.2342,52.6219,11.9952,3.4233,2.78,0.58,AkerBP,2.0,0.15001829,12.213294,10.798127658069134,3.0464861116130346,9.979594687298803,11.00732884605396
8098.25,7.5141,3.4191,2.7976,2.6712,3.1237,51.9893,9.3086,2.9973,2.78,0.58,AkerBP,2.0,0.16655089,9.561379,8.431934565007687,2.671475340535343,9.417801119312392,10.87060552712965
8098.5,7.513,3.3576,2.79,2.6231,3.0007,51.3568,7.926,2.7325,2.78,0.58,AkerBP,2.0,0.17861451,8.239293,7.264184165894985,2.4531009283490244,8.349934823429411,10.225034644134514
8098.75,7.5119,3.5871,2.8836,2.6565,2.9075,50.3929,7.4064,2.623,2.78,0.58,AkerBP,2.0,0.18475202,7.760356,6.8402254647016525,2.360768490551025,7.64439586436524,9.997388846701307
8099.0,7.5108,3.715,2.987,2.6806,2.9626,49.429,7.2698,2.5933,2.78,0.58,AkerBP,2.0,0.186605,7.6373243,6.73092345893383,2.335164341395743,7.412535985393956,9.953945112569203
8099.25,7.5097,3.962,3.1094,2.5964,3.0992,48.9077,7.2467,2.5882,2.78,0.58,AkerBP,2.0,0.18693429,7.616689,6.712546042203903,2.3307392572308405,7.370995871170279,9.947482527206535
8099.5,7.5086,3.9756,3.0866,2.6711,2.9692,48.3864,7.2456,2.5883,2.78,0.58,AkerBP,2.0,0.18690997,7.6154647,6.711668289899826,2.330856459450498,7.369047561280961,9.946433587663792
8099.75,7.5075,3.9821,3.0035,2.7051,2.7653,49.0686,7.2577,2.5938,2.78,0.58,AkerBP,2.0,0.18640743,7.6242676,6.721259936392308,2.335886266988003,7.391323196159834,9.943470314287792
8100.0,7.5064,3.9249,2.9108,2.8222,2.7174,49.7507,7.3294,2.6264,2.78,0.58,AkerBP,2.0,0.18348506,7.6763186,6.777917410731316,2.365623166172735,7.524252862017132,9.929060075664976
8100.25,7.5053,4.0926,2.8463,2.735,2.5404,50.2308,7.5909,2.747,2.78,0.58,AkerBP,2.0,0.17340958,7.86362,6.982071483135224,2.4746484615597097,8.020505037146803,9.914508133974888
8100.5,7.5042,4.6403,3.0841,2.679,2.5895,50.7109,8.2112,3.0428,2.78,0.58,AkerBP,2.0,0.15262403,8.295282,7.453517757356167,2.73750279926106,9.227424038433274,10.033429760054556
8100.75,7.5031,4.9315,3.4505,3.0007,2.7629,51.7489,9.1737,3.5309,2.78,0.58,AkerBP,2.0,0.12652382,8.931689,8.153353849053383,3.165160920729653,11.122514917063093,10.358239521661524
8101.0,7.502,5.499,3.8335,3.2516,2.793,52.7869,10.0952,4.035,2.78,0.58,AkerBP,2.0,0.106533274,9.491268,8.776294604837894,3.5995344017328854,13.06467821501413,10.792208135492311
8101.25,7.5009,5.7826,4.449,3.6584,3.0502,53.5711,10.5977,4.3267,2.78,0.58,AkerBP,2.0,0.09724517,9.77174,9.091827096641063,3.845438919136487,14.209431323390323,11.123051768403466
8101.5,7.4998,6.719,5.2777,4.21,3.4005,54.3553,10.7437,4.4158,2.78,0.58,AkerBP,2.0,0.09464487,9.848598,9.179590886980295,3.9199065142696434,14.558384104356096,11.22998065424966
8101.75,7.4987,8.9956,7.1667,5.1567,3.9699,55.4082,10.7,4.4094,2.78,0.58,AkerBP,2.0,0.094545856,9.809209,9.144626687467099,3.9167052135489366,14.536199182550472,11.173737616253076
8102.0,7.4976,10.5873,7.6743,6.1214,4.4978,56.461,10.3129,4.2846,2.78,0.58,AkerBP,2.0,0.096610576,9.5153,8.864599053263664,3.823935596948813,14.043585671696002,10.751631495383164
8102.25,7.4965,8.5652,5.7498,4.6983,3.5523,55.477,9.1495,3.8949,2.78,0.58,AkerBP,2.0,0.104499094,8.642669,8.030025170594454,3.5237970609763236,12.235366188376911,9.527919562085707
